convoid,person,dialogue
30,SDR,That works for me. What's the email?
30,Prospect,"Yes, W-arnold. w-a-r-n-o-l-d at quick serve, q-u-i-k-s-e-r-v dot com."
30,SDR,"Got it. And last question for you, when you think about your current process, you record all those Microsoft Teams calls um what's.. what's been the.. you know if you had a magic wand, then you could.. you could have something where you got a lot more value from those calls. What would that look like? The only reason I ask is that way I can send the right content for you."
30,Prospect,uh.. so what would be the right call? Is that what you're asking?
30,SDR,"So I'm saying, if you had a magic wand and you could.. you could change one thing about how you're using those Microsoft Teams call recordings, what would that one thing be; to make it easier for you, to make it more effective, what would you do?"
30,Prospect,"Uh just the i guess the compatibility of being able to condense that file and send it to people that uh.. you know.. i send a lot of this information and people need to be able to evaluate it and look at it and read it and so if that content could be collapsed versus trying to send a larger file, a larger recording. That would certainly be helpful."
30,SDR,"Interesting. Okay, so Wade, are you.. when you record at Microsoft Teams meeting are you then sharing that with your customer and your prospect, who can share it with other decision makers?"
30,Prospect,"uh.. in some sense, yes. I will send it to people who request it, I'll send it to some of our trainees also people across the country that need to review it and look at it uh but yeah for the most part it's nice that they're sending it to their customers, I just provide it for anyone that asks."
30,SDR,"Okay that is a yeah.. that's something.. that's sending a snippet. I can.. I'd be happy to share.. I'll even share a snippet of our call so you can see what that looks like? with the video of the teams. And hey last question for you umm.. across Quickserve, so outside of commercial sales, how many total uh customer facing reps are there? So if you look at the entire business outside of your segment."
30,Prospect,"uh.. we've got a few out there on the field right now, probably anywhere between half a dozen to upwards to, you know two dozen. It all just depends on who's hiring, some of our distribution partners out there, some of our agency reps, uh people of that nature. So yeah it ranges anywhere between half a dozen to maybe up to two dozen or so."
30,SDR,Okay. Okay and then do you guys have a call center as well?
30,Prospect,uh.. you're you're basically speaking to it. This is our call center here in Houston.
30,SDR,"Oh, interesting! Okay, so because I knew you're a commercial sales manager and when you started talking about Microsoft Teams, I was getting the impression that your team's dealing with some of the mid-size commercial accounts as opposed to being more of like, uh, you know, like a call center taking inbound calls and doing outbound calls like that."
30,Prospect,We do. We have our own team here internally that supports a lot of different customer bases out there.
30,SDR,"Got it. Okay, because you've got your partners and your distribution channel, so you're.. you're supporting them there as well."
30,Prospect,"Correct, yes."
30,SDR,"All right, very good. Hey, last question because I know you mentioned you use Teams and you're thinking about switching the CRM, but that hasn't happened anytime soon, umm.. do you have a call center management platform that you use, like Five9, RingCentral, that kind of thing?"
30,Prospect,"uh.. I honestly could not tell you what our internal system are.. uh I'm not that familiar with it or who runs, better operates that. So I couldn't even tell you that, honestly."
30,SDR,"Okay, and what I meant by that is, like, your team that's taking phone calls, when they take inbound phone calls. What is that phone system that they're using for taking the inbound calls?"
30,Prospect,"uh.. we just have Comcast, for that matter; I guess that's all I can really kind of reveal or tell you.. I.. uh, really don't know."
30,SDR,"No that's okay, no Comcast works just fine. Hey Wade, thanks for taking the time. I really appreciate it, and uh.. you know I'll drop you this info. Hey, last go, because I'll tell you what, that problem you have where you're trying to send recordings, big recordings, we can help you solve that one actually quite easily. Would you be open to.. because I know you're going to look at that info, you're probably going to have questions. Would you be open to a quick call after you see it? So, I'll send it over, and then we do a calendar, and again, we can keep it real brief. When you see this, I think you're going to go, wow, you know, that would help me a lot."
30,Prospect,uh.. allow me to review everything and then I can get back to you on it.
30,SDR,"Very good. Wade, thank you for your time."
30,Prospect,Yep. Absolutely.
31,SDR,"Hello, Tom. I'm gonna be honest with you this is actually a cold call. Would you like to hang up or let me have 30 seconds?"
31,Prospect,That depends on what it's about.
31,SDR,"Ah, Well, okay, so let me have 30 seconds and if you don't want to talk to me at the end, we can end it there. Sound fair?"
31,Prospect,"Yeah, fine, yeah."
31,SDR,"Alright, Tom, so I typically get invited in by managing directors of successful and ambitious companies, but they have the honesty to recognize perhaps sales is a bottleneck to growth and so they're probably frustrated that their salespeople maybe are not motivated or reluctant to pick up the phone. Others are worried that perhaps, that's not an issue, but when they do, if they listen to them, they sound a bit cringe-worthy, and they think to themselves, 'You know what, I probably wouldn't want to meet with that person.' Or that may not be the case, it could be the fact that you're a little concerned they don't qualify hard enough, and as a result you're running around kissing frogs, meeting the wrong sort of person, and it's having a knock-on effect. I mean, I get the feeling you're probably gonna tell me that none of that applies in your world."
31,Prospect,"No, I think you can always improve sales, that's for certain, it's the heartbeat of a business. So yeah.. sorry, I didn't catch your name."
31,SDR,"Oh, it's Benjamin, sorry my fault. So can I just ask a quick question? Of those three things, not picking up the phone, perhaps not engaging decision-makers, or perhaps not sounding like they belong, if you could wave a wand and fix one in your business, which would it be?"
31,Prospect,"I think it's about activity, actually. So it's about meeting more of the right people."
31,SDR,Talking to more of the right people?
31,Prospect,Yeah.
31,SDR,"Okay, I've had my 30 seconds, do you mind if we talk for maybe one more minute?"
31,Prospect,"Yeah, sure."
31,SDR,"So, when you say, 'the activity', what do you mean exactly? Can you give me an example?"
31,Prospect,"I just mean it's about lead generation, and you know, getting to the right people. So we've got a great offer, but it's about trying to get to those people. So, having more warm conversations. So that we can explore needs. A little bit like you're doing today. So, Benjamin, tell me about you, what do you do, what do you want?"
31,SDR,"Well, if I told you I help fix these problems, and I've helped companies in your sector eliminate some of these forever, I mean, what would you say? Would you say that's something you'd want to explore further?"
31,Prospect,"Yeah, I'd certainly be interested."
31,SDR,"Okay, so let me ask you a question. Let's pretend I could help your guys get through to more people at the right level, and you believed I could do that, is there any reason you wouldn't invite me in for half an hour, 45 minutes?"
31,Prospect,"No, no, absolutely not."
31,SDR,"No? Have you got your diary there, then?"
31,Prospect,"I do, yeah."
31,SDR,Great! What date are you looking at?
31,Prospect,uh.. not next week.
31,SDR,"No? Good, I'm camping next week."
31,Prospect,"Oh, lucky you."
31,SDR,"Yeah well, it's gonna rain, so maybe not so lucky, I'm thinking."
31,Prospect,"Let me look. uhm.. may be on Thursday, the 7th?"
31,SDR,"Oh, I'm with a training all day that day."
31,Prospect,Okay.
31,SDR,How's the eighth look for you?
31,Prospect,"uh, the eighth.. actually I'm in London on the eighth. So I could meet.. I don't know where you're based, whereabouts are you? Could you meet in London?"
31,SDR,"I could if need be, yeah, if you wanted to meet in London that's fine. Happy to do that. Where are you based?"
31,Prospect,I live in Sussex. My business is in London.
31,SDR,"Perfect! Yeah, I could meet you in London. What time would you like to meet, and whereabouts?"
31,Prospect,"So why don't we do ten o'clock? Somewhere in the West end, Picadilly area?"
31,SDR,"Yeah, sounds great! 10 a.m. on the 8th. Can I get an email from you, and I can confirm this with you as well?"
31,Prospect,"Yeah, its my first name at company dot com."
31,SDR,"Okay, now, can we just agree on a couple of things? Like I said, I don't know if I can help you, so if by the end of this meeting you don't feel comfortable with me, or you don't think I'm someone you want to move forward with, would you feel okay telling me no?"
31,Prospect,"Yeah, I would, absolutely. I don't waste people's time and I don't waste my time."
31,SDR,"No, great, man after my own heart. And likewise, look if I don't feel like I can help you, I'll be honest as well and say, 'you know Tom, I can't help you.' You wouldn't be upset if I said I couldn't help you despite the fact you're agreeing to meet with me?"
31,Prospect,"No, no, that's fine. And if you could send me some stuff beforehand that outlines the sort of stuff you do."
31,SDR,"Yeah, yeah I'm happy to do that. Anything specific you want to see?"
31,Prospect,Nothing specific. May be about lead generation and who you've worked with before.
31,SDR,"Alright. Oh, and one last thing, look if we don't say no to each other, do you mind spending a few minutes trying to figure out a clear next step on how we'd move forwards? If we get that far."
31,Prospect,"Of course, yeah."
31,SDR,"Fine! Well, look, I'll send you an email confirming this, and I'll get an invite over to you. And oh, one last question, can you think of any reason you might want to cancel? I mean you're not gonna hang up and think, 'Oh my goodness what have I just done? I've just agreed to meet a Salesman.'"
31,Prospect,No.
31,SDR,"I thought I'd ask. Hey, I appreciate your time. Have a great weekend, and I'll see you in a couple of weeks."
31,Prospect,"Okay, great stuff."
31,SDR,"Cheers, thank you!"
31,Prospect,Bye.
32,SDR,Hi am I reaching the owner of Cake's Body Bar?
32,Prospect,Yes.
32,SDR,"Great. So, I'm gonna be honest with you this is a cold call, uh.. so I do have something to pitch to your business. Would you like to hang up now or give me 30 seconds and then you can decide."
32,Prospect,No go ahead and tell. I'm driving but I can listen.
32,SDR,"Alright, thank you. Yeah, so I checked out your listing on Google, uh, and I saw that you do body sculpting. So we actually are an agency that helps uh estheticians and Medspas with their client acquisition, umm.. so hypothetically, if you'd work with us, we actually handle your entire advertising as well as the appointment setting process. So we have a team of uh appointment setters actually call the leads for you and uhm.. so we get you a minimum of 15 prepaid Body Sculpting appointments in your calendar every month or your money back. Does that sound like a fair deal?"
32,Prospect,"It does, but honestly, right now, I completely stopped advertising because, but I'm too busy. It's just me in the saloon, I'm a sole proprietor, I'm the only one, there's no employees it's just me and when I was doing even just minimal, like I had one um.. ten dollar, fifteen dollar a month budget for Google ad and another one that was about fifty dollars for Facebook. Umm.. but I haven't ran anything in about six months because I was getting too much business and I didn't.. I was having to put.. schedule appointments three or four weeks out and by that time people were uh.. looking for care elsewhere. They needed.. uh they wanted Services sooner than that."
32,SDR,"Oh, Okay."
32,Prospect,"But you can put me on a call back list, and this is a service I'm interested in uhm.. eventually having uh just right now I'm in the middle of uh.. I mean it's just me. I am trying.. in the middle of negotiations trying to get a building where I can hire some of my students that I've taught and have them come in and I can provide services to more than one person at a time but right now I can only.. I'm, I'm running one room out of a, uh,, I'm running a suite, basically. And it's just me, there's no room for me to service more than one client and right now business is great so this is a good thing, just uh.. I'm not able to.. that's not something I'm able to do right now. Would you be able to put me.. schedule me a callback then, cool?"
32,SDR,"Yeah, sure. Alright I'll probably call you back in like a month or so, is that okay."
32,Prospect,"Yes, that should be fine."
32,SDR,Alright. You have a good day.
32,Prospect,Thank you. You too.
33,SDR,"Hi, this is Ronan with Stylo.. you're actually not expecting this call. It's the first time I've tried to reach you. Mind if I share why I'm calling? You can let me know if it's relevant or not."
33,Prospect,Sure.
33,SDR,"Hey, appreciate that. Out of curiosity, you using a tool like zendesk or Salesforce for your ticketing today?"
33,Prospect,Salesforce.
33,SDR,"Okay, great. This next question, isn't a gotcha or anything, but do you have a way of knowing of all the tickets and cases, which one was the most urgent to get to this week?"
33,Prospect,"Yes, I do."
33,SDR,Very cool. A lot of people I speak with don't. Which is why I'm calling! How are you guys doing that?
33,Prospect,We've got our own in-house customer help score and triaging mechanism.
33,SDR,"Beautiful. That's kind of what Stylo does. I don't know if this would be of interest to you, but essentially we're using NLP to auto tag all your cases for you with relevant terms that reference back. And then we also assign sentiment like frustration and urgency, kind of all done for you in real time. Any interest in taking a look sometime?"
33,Prospect,"Possibly in the future. Right now, we're pretty happy with what we got and I don't have a lot of budget for any extra software at the moment."
33,SDR,"Yeah, totally understand that. Just one last question for you, when it comes to relaying what you're learning in Support back to Product, is that part of what you're able to do today with your current setup?"
33,Prospect,We do some of that with the data we collect from support cases and then collaborative workshops with the product team.
33,SDR,"Okay, cool. The reason I ask is that's also part of the value. Stylo is able to plug in and then also give you that reporting on the backend so that you can see those trends in real time as they unfold and communicate the more urgent stuff to work on, for Product and Engineering."
33,Prospect,That's interesting. You wanna send me some more information?
33,SDR,"Yeah, happy to do that. To be totally honest with you, I do this a lot and usually I send something, and that's kind of it. I've never heard back from someone. Would it be totally crazy to put 20 or 30 minutes on the calendar at some point when you have a few minutes to take a look?"
33,Prospect,"Usually, this time in the afternoon, Thursday or Friday next week."
33,SDR,"Alright, about Thursday, 2 PM?"
33,Prospect,That works.
33,SDR,"Awesome. So I'll send you a calendar invite shortly, along with some info and let's chat next week. You have a good one."
33,Prospect,You too. Bye.
34,SDR,"Will, you're going to hate me, if I told you it was a cold call, would part of you want to slam the phone down or perhaps have 30 seconds before you choose?"
34,Prospect,"Dude, this is like the fourth call I've had today, uhm.. but I'll give you a chance. What's this about?"
34,SDR,"So, typically, we get invited in by successful LinkedIn influencers who have a tendency to skip lunch. So some say that they're frustrated that they're looking at their fridge and thinking, 'I don't want leftovers again.' Others tell me things like, 'Do you know what, the store is far too long to drive to.' and as a result, they have bellies rumbling. But I get the feeling you're going to tell me, you don't recognize or experience that?"
34,Prospect,I skipped breakfast today. I know I'm going to be grumpy by the time my kids get home at five so it's actually quite funny that you reached out.
34,SDR,"Yeah, so I've had my 30 seconds. Do you mind if I ask you a couple of questions?"
34,Prospect,"Yeah, please go ahead mate. Yeah.. alright I'll stick it around. Thank you."
34,SDR,Is there any meal you had that you really fancy right now?
34,Prospect,"Yeah, I'd probably say just a really, really cheesy pizza. My favorite type of pizza - Costco. You ever tried the Costco pizzas?"
34,SDR,What specifically about the Costco pizza that you like?
34,Prospect,"They go heavy on the cheese. Cheap as well, it's only two ninety-nine a slice."
34,SDR,Wow! That's an absolute steal. Is there any particular reason you can't just drive to Costco now before picking up the kids?
34,Prospect,"If I drive to Costco right now, it will take me half an hour to get there and half an hour back. And frankly, I just can't afford to take an hour out of the day today, I'm too busy."
34,SDR,"Look, can I ask you a bit of a personal question?"
34,Prospect,"Yeah, for sure, go ahead."
34,SDR,"Let's pretend I was able to get, a cheesy double pizza ordered and delivered to your house before you have to pick up the kids. What would your wife think of that?"
34,Prospect,She'd be pleased that we didn't get takeout for dinner because she's not a very big fan of pizza. She's lactose intolerant.
34,SDR,"I hear that a lot. I hear that all the time. Look, let's pretend we could get that delivery to you in the next 20 minutes would you want to book that right now?"
34,Prospect,"Yeah, absolutely."
34,SDR,"Brilliant! Well, I'll book that order for you now, and if it's better than Costco, you have to refer me to all your friends. That sound fair, Will?"
34,Prospect,"If it's good, then yeah, of course."
35,SDR,"Hey Will, this is Alexa over at Pareto. Happy Thursday. I was wondering if you had about 30 seconds to chat?"
35,Prospect,"Sure, I've got a moment. What's this about?"
35,SDR,"Well, we worked with like, lots of CROs in your setting that are struggling to, uh.. you know, find new business, find and retain talent. You know, what would you say right now is your biggest sales challenge that you're currently facing?"
35,Prospect,I would say it's pipeline. It's just not coming through.
35,SDR,"Okay, so.. uh.. why do you think that, you know, your current SDRs are struggling to build that pipeline?"
35,Prospect,"One reason I feel is that they're not taking the feedback on board that I'm giving them. They're not bringing the right attributes to the table. I just think they're lacking the.. uh.. the will, to get better."
35,SDR,"Do you think that your current team needs training, or do you think, you'd rather hire?"
35,Prospect,I will probably fire two of them and hire two more.
35,SDR,"Since you're struggling with, you know, lead generation with your current SDRs and looking to hire more, I think it would be extremely beneficial to get some time in the calendar say Monday or Tuesday at 10:00 a.m. to further discuss."
35,Prospect,"I would say the one consideration I have, is cost, right? Like I am curious to know if Outsourcing is comparative in cost to bringing someone on full-time. Less? More?"
35,SDR,"Will, I'm not calling you to ask you to cut a check or anything. There's simply no talking about price, you know, I just want to sit down with you and really hear what your challenges are, so I can see if, you know, Pareto can support you in any way doing that. I know you said you had availability either Monday or Tuesday at 10:00 a.m. Which day would work best for you?"
35,Prospect,Tuesday would be better.
35,SDR,"You know, Will, I wouldn't hang up the phone without asking if you knew anyone else that you think would benefit from Pareto's services - Outsourcing and, you know, training your current talent. Does anyone come to mind?"
35,Prospect,"Yeah, I've actually got a friend who.. uhm.. who's in a similar pickle we talk about this quite a lot."
35,SDR,"Great, what's his name?"
35,Prospect,"Do you mind if I have a chat with him first just to make sure he's happy for me, like giving out his name and stuff. I would hate to upset him in anyway."
35,SDR,"You know, Tuesday at 10 a.m., I will ask you about that, I just want to let you know now."
35,Prospect,"Yeah, absolutely."
35,SDR,Brilliant! Really looking forward to it.
35,Prospect,"Yeah, I'm looking forward to it too. Speak soon."
36,SDR,"Hey Will, this is Abdullah. We don't know each other could I tell you why I called, in 30 seconds and you can decide if you want to speak longer?"
36,Prospect,"Yeah, alright, mate, but I'm a bit busy, so keep it quick."
36,SDR,"Okay, I will. Normally, what I hear from companies like Sell Better is that, they're always on the lookout for new sponsors, but if they're honest, they're probably struggling with one of two things. The first one is they feel like they're spending a lot of time, you know, creating content, hosting shows. They don't have enough time looking for new sponsors and as a result, they feel like they're losing revenue. If that's not an issue, other times they are making the time to reach out to more sponsors, but they feel like they're speaking to a lot of people that are either not qualified or they're simply not the decision maker. And as a result, their sales cycles tend to be longer, and sometimes, deals are false. Will, I get this feeling you're going to tell me you don't have any of these issues, I'm barking up the wrong tree, and you want to wish I went away."
36,Prospect,I would say the second one is definitely something I've noticed. I didn't hear where you're calling from. What do you offer to help with that?
36,SDR,"It's a really good question, Will. If I told you I wanted to come into Sell Better and be the person to prospect for these sponsors and get you in front of the right types of people, what would you say? Would you say that's something you'd want to explore?"
36,Prospect,"I'd be open to make an intro, but I certainly wouldn't be the person deciding for that role."
36,SDR,"No that's totally fine. I guess, could I use this as more of a research call? Would that be fair?"
36,Prospect,That would be fair.
36,SDR,"So you mentioned that the second issue stood out to you a little bit more. How exactly are you going about this right now? Like, how are you getting in front of these sponsors?"
36,Prospect,"Currently, we have a small team doing the majority of our outbound. And they're doing a great job of that and given that we're in a quite limited space, we know the accounts we should be trying to work with. The issue is that usually when we get into that conversation with sponsors, the expectations aren't aligned with what we can deliver."
36,SDR,"When you say expectations, like could you tell me a little bit more about that?"
36,Prospect,"Yeah, so sometimes people think those leads are going to be ready to buy, but they're not. Let's be real you don't attend a webinar and suddenly go, 'Okay, I'm ready to buy now'. That's just not how most people's mindset works."
36,SDR,"Right, I get that. So you have like, your team going after these sponsors right now. Have you ever tried to hire somebody outside to do this for you?"
36,Prospect,I'm not sure. The person who would be knowing and making decision on that type of thing on hiring people would be Chris in HR.
36,SDR,Okay. Do you believe it would be a bad idea for you to introduce me to Chris?
36,Prospect,"I wouldn't want to put him in an awkward position. I'll probably first have a conversation with him, see if there is interest in hiring someone."
36,SDR,Okay. No issues. So what would the next step be like?
36,Prospect,"I'll email him, see if he's got any interest of hiring anyone new. If there's not, I'll probably tell you and just say, 'Hey, despite the fact that you've got great chops, and I respect the cold call. It's just not something they're not looking to do right now.'"
36,SDR,"Okay, I really appreciate that, Will. I'm going I ask you one last question before I let you go."
36,Prospect,"Yeah, what is it?"
36,SDR,"If you were a young guy and you were looking to break into sales and you wanted to start off an SDR, how would you go about getting hired?"
36,Prospect,"Honestly, I'd do exactly what you're doing right now. What you're doing right now is showing me that you probably could do the job as an SDR, and if you can show it to a hiring manager, then they're going to be much more likely to take you seriously."
36,SDR,"I really appreciate that, Will. Thank you so much. And could I ask you one last question? I promise this is the last one."
36,Prospect,"Alright, you did say this was the last question last time, but I'll give you one more. Go ahead."
36,SDR,"Thanks, so like, if there was anything that you could improve about the call that I just had with you, what would it be? I'm always looking to get better."
36,Prospect,"I think it was good, mate. Better than a lot of people who call me these days."
36,SDR,"Thank you so much, man. This gives me a lot of confidence."
36,Prospect,"Man, get out there. You should have confidence, you're already outperforming most SDRs I listen to. Someone would be lucky to work with you."
37,SDR,"Hi, is this Mike?"
37,Prospect,"Yes, it is. Who's calling?"
37,SDR,"Hi, Mike, this is Josh from Motif. I'm calling because I noticed that your team has been growing, and I wanted to see if you'd be open to exploring a solution that could help streamline your sales process and improve your overall conversions. Do you have a couple of minutes?"
37,Prospect,Who are you with.. and what exactly is this about?
37,SDR,"I'm with Motif, we specialize in helping B2B companies like yours optimize their sales pipeline and provide actionable insights for your sales team. Does that sound like something you'd be interested in exploring?"
37,Prospect,"No, I don't think so. We already have a CRM, and we're pretty satisfied with how things are going."
37,SDR,"That's awesome to hear that you're happy with your CRM! We don't compete with your CRM, though. Instead, we work alongside it, enhancing your team's efficiency by scoring leads and helping your reps focus on the ones most likely to close. Do you find that your team sometimes spends too much time on low-potential leads?"
37,Prospect,"Sometimes, maybe. But we have good processes and a good team that gets decent results. I'm not going to fix something that isn't broken just because you tell me to."
37,SDR,"I completely understand. The last thing we want is to overwhelm your team with unnecessary tools. But just to clarify, even without changing your process, our solution integrates directly into your workflow and provides real-time insights that could increase your team's effectiveness. Would it be worth scheduling a quick demo to see how it could complement what you're already doing?"
37,Prospect,"I appreciate the offer, but we're not looking to make any changes any time soon so I'm going to pass."
37,SDR,"Totally understand, Mike. Would it be okay if I checked back in a few months to see if the timing is better or if things have changed?"
37,Prospect,"Sure, that's fine, but to be honest, I don't think it would be any different than now."
37,SDR,"No problem at all. I appreciate your time today, and I'll reach out later if things evolve. Have a great day!"
37,Prospect,Alright. Bye.
38,Prospect,Hello.
38,SDR,Prontik?
38,Prospect,Yes.
38,SDR,"Prontik, it's Ronan here with RecordReview. Look, you don't know me, actually. I'm a complete stranger cold calling you. Mind if I tell you why?"
38,Prospect,Sure.
38,SDR,"Cool, I appreciate it. uhm.. real quick, actually, before I dive in and do my whole dog and pony show. uhm.. as a CTO at your company, are you at all thinking about integrations and interoperability for all of the EHR data that you guys are dealing with?"
38,Prospect,We don't really have extensive HR needs right now. We have an outsourced HR provider.
38,SDR,"Oh, sorry, let me clarify. Not HR specifically. When it comes to, like, electronic health records and EHR data, that is health-related data."
38,Prospect,"Oh you meant, EHR."
38,SDR,"Yes, sir."
38,Prospect,"Yeah, we have some integrations with Salesforce. We're not into the EHR from a, like an HL 7 type, point of view yet. Is that what you're referring to?"
38,SDR,"Yeah, that's exactly it. And actually, that's the reason for my call. I'm curious, have you ever heard of RecordReview before?"
38,Prospect,No.
38,SDR,"Okay, well, I was hoping you'd make my job easier. So, in a nutshell, basically what we do is we're a one-stop shop for all of your EHR integrations. One API, one connection. Think of it as, like, a middle layer. And we've got over 90 plus integrations, pre-built, over 5000 networks that we tap into. Reason for my call was actually to share a little bit more, specifically for how, when you start to scale out and grow your team, you won't suddenly become overwhelmed with all the integration maintenance that your engineers might have to waste a ton of time on. And what ends up happening? I don't know if you're already seeing this, it is like when you build them out, you know, custom build in-house, the maintenance can be pretty, pretty time consuming. Not to mention what happens when you actually have new prospects who are like, 'Oh, we need an integration to this. Do you have it?' So essentially, we solve for all that by doing it for you. Look, would it be a terrible idea? I just pulled up in my calendar. Would it be a terrible idea if we found 30 minutes where, when I'm not cold calling you, we could explore how we might be able to help you grow out your integrations, at scale."
38,Prospect,Sure. I think in a couple of weeks would be good. So may be.. let me see here… uhm… Friday week after next.
39,Prospect,Hello?
39,SDR,"Hey James, I know I'm catching you out of the blue here. This actually is a cold call. Mind if I share why I'm calling you, and then you can decide if you want to hang up?"
39,Prospect,Sure.
39,SDR,"Awesome. I guess before I do my whole, like, dog and pony show here, I should probably ask you, are you already thinking about or have invested in any outbound strategy at your company, like any SDRs or external services?"
39,Prospect,"Yeah, we have one on staff. I mean, we're probably not a good fit for you just because uh, our sales cycle is very long. Our deal size is very big, and so it's less about volume and more about quality."
39,SDR,"Large deals is exactly what we specialize in. So my name is Ronan. I'm one of the co-founders at the Call Guys. Hey, out of curiosity, I know you just mentioned you already have one SDR on staff here. Is that person able to get you to, like, 4 to 5 X coverage of the pipeline that you're going for in a predictable manner?"
39,Prospect,Not quite.
39,SDR,No worries. That's actually why I was reaching out. Have you ever considered working with consultants who have built SDR teams for other companies? Who can help you have more predictability through proven processes and techniques? Anything like that ever cross your radar?
39,Prospect,"Yeah, we've tried a couple of things. I think the problem for us is that you really, like, in order to actually get a meeting in our space, you really have to be, like, you have to have deep expertise in what we do. And uh… you know an outsourced version of that just hasn't ever really worked for us. Because of that, you know, expertise, it's just so crucial to actually getting a meeting."
39,SDR,"Totally. Yeah. Actually, we're not outsourced. We would be in-house consultants. Essentially, what we do at the Call Guys, just to clarify, is we'd come in for six or nine months and just help you stand up an internal SDR team, and build it the way that I was able to build one at a unicorn tech company from almost nothing to now over 120 million ARR. So the same processes that we've learned over the course of our careers, we'd help you build out the same one for your stage of company."
39,Prospect,"That sounds good, but you know, like our situation is bit different than what you might have faced with other clients. So I'm not sure how you guys might be able to help with that."
39,SDR,"Fair point. Look, I know I'm catching you out of the blue here. Actually, the reason for my call was to find a better time. Would it be, like, totally insane if we did a quick eval with you sometime next week to see if we might even be able to help?"
39,Prospect,"Man, I mean, my schedule is terrible. I'm probably not even, like, the exact right person to be talking to. I mean, I'm the one that wants more deals through the pipeline for sure."
39,SDR,"But just to confirm, you are the CEO, right?"
39,Prospect,True.
39,SDR,"Okay. So I don't know how you couldn't be the right person. I'm going to call BS on that, James."
39,Prospect,"I mean, it's just like, you know, I have people on my team that bear responsibility for that pipeline."
39,SDR,"Well, that's actually great. We don't want to work with companies that don't already have people responsible for that. So that makes it even more of a fit. But look, I don't want to strong arm you into anything if you're not looking for ways to create that consistent, predictable pipeline. No stress at all. I totally get timing is everything here. But if you'd be open to hearing a few ideas, no strings attached, and just getting a chance to meet myself and my partner Kevin, how would maybe this time next week on Tuesday look for you?"
39,Prospect,"How about, uh.. I mean uh.., rather than put time on my calendar, which is precious, uhm, would love, just like, uh, if you can send me like, uh, an overview or even just like your website, and I can get a sense for what you're doing, Uhm, and then I would probably introduce you to my chief growth officer, uhm, who is thinking about this problem. uhm, I mean, I'm happy to come to a meeting once she, you know, sort of takes a look and that'd be a good use of time."
39,SDR,"Yeah.. Fair enough. I just sent you a connect request on LinkedIn. My LinkedIn, I feel like, really speaks for me more than anything else. So take a look at that. And your chief growth officer is the one who would ultimately be the one overseeing a program like this? If I'm understanding correctly?"
39,Prospect,It's true. Yep.
39,SDR,"Okay, great. Well, I'll tell you what. I just sent that connect request. And to be honest with you, I have done this a long time, as you can tell. And every time I send an email to someone, I have still never heard back from anyone. Shocker! So, you know, would it be really, like, too insane if we just found some time to pencil in after, of course, you get a chance to take a peek at maybe my LinkedIn profile and see if something like what I do might be a fit?"
39,Prospect,"Yeah, I'm probably not going to put them on the calendar right now, but yeah, let me chat with our growth officer about it and get back to you."
39,SDR,Alright. Appreciate that. I'll look forward to it. You have a good one.
39,Prospect,"Yeah, you too. Bye."
40,Prospect,Mark speaking.
40,SDR,"Hi Mark, we don't know each other. If I mention this is a cold call, will you throw your phone out the window?"
40,Prospect,"It's an interesting approach. I'm in the middle of a meeting, but you've clearly stated it's a solicited call, which is admirable. So I'm going to give you a little bit longer. What can I do for you this morning?"
40,SDR,"I typically work with Commercial leaders like yourselves that got couple of issues with the sales team. They lack confidence, like they would never crack a joke like that or they wouldn't deal with objections properly. Either way, that leads to poor conversion rates, therefore poor pipeline, and fundamentally hurts the bottom line."
40,Prospect,You would be correct. That is often the case. I'm intrigued. Tell me something about yourself.
40,SDR,"So usually I'm invited by commercial leaders to solve the problems that I mentioned. But before we get to work, I first have a deep discovery call, to kind of get a better sense of how things are at the moment, with your sales team and then see if I can even be of any help, you know, because at this point, I'm not sure if I can really help you or not. It could very well be that you might have a different kind of problem that doesn't fall under my expertise and in that case I'll tell you fair and square that 'Hey Mark, I'm not the right person to help you', but I will guide you to someone who can."
40,Prospect,"I liked your approach. Very different. Send me some details about yourself and we can have a chat, because you got further than anybody has this year. So well done. Do you have my contact email?"
41,SDR,We don't know each other. This is technically a cold call. Not sure if you want to throw the phone out of the window or let me explain why it could be relevant.
41,Prospect,"I'm not going to throw my phone out of the window, because that'd be too expensive, but go on, you got 30 seconds."
41,SDR,"Awesome. So, I'm usually invited by sales leaders to fix a couple of problems like, when they try to set up their first sales team, the reps don't usually generate enough opportunities. Or at times they do perform, but it's not very consistent and predictable, so as a sales leader you're always like, on your toes. I don't know if that's a problem you're facing as well, or you've got more opportunities than you can handle, basically?"
41,Prospect,"uhm.. it's not necessarily that, but we don't work in that way. It's a totally different model."
41,SDR,"Right, right. Understand. Do you mind if I ask one last question then? In terms of client acquisition and business development, if there was one area that you'd like to improve, what might that be?"
41,Prospect,"So the thing is, we use an outsourced agency at the moment and they handle client acquisition for us. And we're about to hire another SDR with them."
41,SDR,"Okay. Okay, understood. And in terms of hiring SDRs, then, like, you already got a plan figured out of how that's gonna work?"
41,Prospect,"Yes. Yeah, we have. We've had a sales team earlier and it didn't work. So we're pretty clear what we need."
41,SDR,"Look, I guess then exchanging a few ideas about how this might be set up, with someone that's done it before. Would that not be in the cards at this time?"
41,Prospect,"Maybe, but yeah, I mean, that would be the only thing at the moment because, like I said, we're paying for an external agency already and then we're about to hire another SDR with them. So I'm not sure how you could be useful."
